id,no_unit,nama_unit,aset,cap_on,aset_desc,acq_val,bulan,depre
2200,QT 03,Quick Tractor 03,150365,2024-05-28,Quick Tractor QT-16E  SL B2300070/KIANW2531,128558559,2024-05-31,-1339151.65625
2201,QT 02,Quick Tractor 02,150366,2024-05-28,Quick Tractor QT-16E  SL B2300137/KIAPE1360,128558559,2024-05-31,-1339151.65625
2202,CL 05,Crawler 05,150367,2024-07-16,Atrack Crawler Dump 2000D // C12907019A,184947917,2024-05-31,0.0
2203,CL 06,Crawler 06,150368,2024-07-16,Atrack Crawler Dump 2000D // C12803619A,198750000,2024-05-31,0.0
2204,CL 07,Crawler 07,150369,2024-07-16,Atrack Crawler Dump 2000D // C13606566A,198750000,2024-05-31,0.0
2205,DT 19,Dump Truck 19,150370,2024-09-10,Bak Self Loader Mini Tronton Hino KB8661VA WO:0027,155000000,2024-05-31,0.0
2206,WT 03,Wheel Tractor 03,150098,2008-05-30,TRACTOR JOHN DEERE TYPE 5715 4 WD (J04045T420575),309230625,2024-06-30,-309230625.0
2207,BD 01,Buldozer 01,150104,2008-08-25,KOMATSU BULDOZER D68 ESS-12 (J10856),1487590454,2024-06-30,-1487590454.0
2208,KB 9716 V,Mobil KB 9716 V,150110,2008-10-17,MITSUBISHI STRADA TRITON 2.8L GLX (4M40UAB2700),261000000,2024-06-30,-261000000.0
2209,DAMKAR 01,Damkar 01,150111,2008-10-17,MITSUBISHI FE 74 (125PS) 6 Ban,194000000,2024-06-30,-194000000.0
2210,WT 04,Wheel Tractor 04,150112,2008-10-17,JOHN DEERE JD 5715 4 WD (PE4045T722198),232638615,2024-06-30,-232638615.0
2211,0,0,150113,2009-01-02,Selisih Kurs Pembelian Alat Berat,94120676,2024-06-30,-94120676.0
2212,0,0,150114,2009-01-02,Selisih Kurs Pembelian Alat Berat,8276400,2024-06-30,-8276400.0
2213,0,0,150118,2009-02-19,Trailer non Tipping (Body Kayu),23000000,2024-06-30,-23000000.0
2214,0,0,150119,2009-03-25,KOMATSU HIDRAULIC EXAVATOR PC 200-7 (C77934),940000000,2024-06-30,-940000000.0
2215,0,0,150120,2009-03-25,PPN Masukan,94000000,2024-06-30,-94000000.0
2216,WT 06,Wheel Tractor 06,150122,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-06-30,-297395178.0
2217,WT 07,Wheel Tractor 07,150123,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-06-30,-297395178.0
2218,WT 09,Wheel Tractor 09,150124,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-06-30,-297395178.0
2219,WT 10,Wheel Tractor 10,150125,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-06-30,-297395178.0
2220,WT 11,Wheel Tractor 11,150126,2009-04-14,TRACTOR JOHN DEERE TYPE 5715 4 WD 92,297395178,2024-06-30,-297395178.0
2221,0,0,150127,2009-04-14,PPN Masukan,177333732,2024-06-30,-177333732.0
2222,0,0,150129,2009-05-19,Mitsubishi Strada Triton 2.8 L GLX (4M40UAB3628),289650000,2024-06-30,-289650000.0
2223,CP 01,0,150130,2009-05-19,Vibrating Roller Sakai SV512D-H,747124620,2024-06-30,-747124620.0
2224,MG 02,0,150131,2009-05-19,Komatsu Motor Grader (GD. 02),1543743300,2024-06-30,-1543743300.0
2225,0,0,150132,2009-09-15,Howard Rotaslasher HS 24/150,32091400,2024-06-30,-32091400.0
2226,0,0,150133,2010-09-24,Trailer Bak Kayu Kapasitas 5 ton,25000000,2024-06-30,-25000000.0
2227,0,0,150134,2010-09-24,Trailer Bak Kayu Kapasitas 5 ton,25000000,2024-06-30,-25000000.0
2228,0,0,150135,2010-09-24,Trailer Bak Kayu Kapasitas 5 ton,25000000,2024-06-30,-25000000.0
2229,0,0,150138,2011-03-16,Tipping Trailer Besi,38293841,2024-06-30,-38293841.0
2230,0,0,150139,2011-03-16,Tipping Trailer Besi,38293841,2024-06-30,-38293841.0
2231,0,0,150140,2011-03-16,Tipping Trailer Besi,38293841,2024-06-30,-38293841.0
2232,WT 12,Wheel Tractor 12,150141,2011-07-18,Tractor JD 5715 PE4045T821579,298449626,2024-06-30,-298449626.0
2233,WT 13,Wheel Tractor 13,150142,2011-07-18,Tractor JD 5715 PE4045T821574,299831125,2024-06-30,-299831125.0
2234,WT 14,Wheel Tractor 14,150143,2011-07-18,Tractor JD 5715 PE4045T821589,298449626,2024-06-30,-298449626.0
2235,WT 15,Wheel Tractor 15,150144,2011-07-18,Tractor JD 5715 PE4045T819667,299831125,2024-06-30,-299831125.0
2236,0,0,150145,2011-10-19,Tangki Trailer Semprot,34790355,2024-06-30,-34790355.0
2237,0,0,150146,2011-12-30,Trackling Exc 01,134600210,2024-06-30,-134600210.0
2238,0,0,150148,2012-02-23,Toyota Hilux Type G (2KDS005619),348260573,2024-06-30,-348260573.0
2239,0,0,150149,2012-02-23,Toyota Hilux Type E (2KD8861991),323496082,2024-06-30,-323496082.0
2240,0,0,150150,2012-06-12,Motor Kawasaki KLX  1505,24600000,2024-06-30,-24600000.0
2241,WT 16,Wheel Tractor 16,150151,2012-06-25,Tractor JD 5715 (PE4045T861684),347209500,2024-06-30,-347209500.0
2242,0,0,150152,2012-07-10,Tiping Trailer,39558333,2024-06-30,-39558333.0
2243,0,0,150153,2012-07-10,Tiping Trailer,39990477,2024-06-30,-39990477.0
2244,0,0,150154,2012-07-10,Tiping Trailer,39990477,2024-06-30,-39990477.0
2245,0,0,150155,2012-07-10,Tiping Trailer,39990477,2024-06-30,-39990477.0
2246,BD 02,Buldozer Mini 02,150156,2012-07-31,Mini Bulldozer Komatsu,1064777982,2024-06-30,-1064777982.0
2247,WT 17,Wheel Tractor 17,150157,2012-08-29,Tractor JD 5715 E/N: PE4045T868501,340656738,2024-06-30,-340656738.0
2248,WT 18,Wheel Tractor 18,150158,2012-08-29,Tractor JD 5715 E/N: PE4045T859394,340656738,2024-06-30,-340656738.0
2249,KB 7015 V,Mobil KB 7015 V,150159,2013-01-09,Isuzu Elf Microbus NKR55 16 Seat,256349545,2024-06-30,-256349545.0
2250,BD 03,Buldozer Mini 03,150160,2013-01-18,Komatsu Bulldozer D31E-20,1059051043,2024-06-30,-1059051043.0
2251,0,0,150161,2013-03-08,Scissor Lift Trailer Kapasitas 2 Ton Hydraulic,67060052,2024-06-30,-67060052.0
2252,0,0,150162,2013-04-01,Tipping Trailer Kapasitas 5 Ton,40400000,2024-06-30,-40400000.0
2253,0,0,150163,2013-04-01,Tipping Trailer Kapasitas 5 Ton,39822946,2024-06-30,-39822946.0
2254,0,0,150164,2013-04-01,Tipping Trailer Kapasitas 5 Ton,39822946,2024-06-30,-39822946.0
2255,0,0,150165,2013-04-24,Toyota Hilux Double Cabin G M/T Diesel-KB 1132 XX,350471492,2024-06-30,-350471492.0
2256,0,0,150166,2013-04-24,Toyota Hilux Double Cabin G M/T Diesel-KB 1135 XX,350471492,2024-06-30,-350471492.0
2257,0,0,150167,2014-03-18,Bak Dump Besi Standard utk Truck MIT Canter,44000000,2024-06-30,-44000000.0
2258,0,0,150168,2014-03-18,Tipping Trailer Kapasitas 5 Ton,42700000,2024-06-30,-42700000.0
2259,0,0,150169,2014-03-18,Delete,0,2024-06-30,0.0
2260,0,0,150170,2014-03-18,Tipping Trailer Kapasitas 5 Ton,41873675,2024-06-30,-41873675.0
2261,0,0,150171,2014-03-18,Tipping Trailer Kapasitas 5 Ton,42700000,2024-06-30,-42700000.0
2262,0,0,150172,2014-03-18,Tipping Trailer Kapasitas 5 Ton,42700000,2024-06-30,-42700000.0
2263,0,0,150173,2014-03-18,Tipping Trailer Kapasitas 5 Ton,41873675,2024-06-30,-41873675.0
2264,0,0,150174,2014-03-18,Tipping Trailer Kapasitas 5 Ton,41873675,2024-06-30,-41873675.0
2265,KB 1582 VA,Mobil KB 1582 VA,150176,2014-10-27,Toyota New Fortuner 2.5 G A/T 4X4 DIESEL Thn 2014,474050064,2024-06-30,-474050064.0
2266,0,0,150177,2014-11-21,Trailer Tangki Air Semprot Kapasitas 5 Ton,46894179,2024-06-30,-46894179.0
2267,BL 01,0,150178,2016-07-11,Backhoe Loader,1005126216,2024-06-30,-1005126223.0
2268,0,0,150179,2008-03-02,TANGKI SOLAR KAPASITAS 6000 LITER & AKSESORIS,13750000,2024-06-30,-13750000.0
2269,0,0,150180,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-06-30,-8650000.0
2270,0,0,150181,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-06-30,-8650000.0
2271,0,0,150182,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-06-30,-8650000.0
2272,0,0,150183,2008-08-01,Motor KTM POWER PRIMA,8650000,2024-06-30,-8650000.0
2273,0,0,150184,2009-09-03,Motor Kawasaki KLX,24100000,2024-06-30,-24100000.0
2274,0,0,150185,2009-09-03,Motor Kawasaki KLX,24100000,2024-06-30,-24100000.0
2275,0,0,150186,2014-01-29,Toyota Hilux DC G M/T 2.5 Diesel Silver Metalic,351029380,2024-06-30,-351029380.0
2276,0,0,150187,2014-01-29,Ban Luar 31 - 10.5 R15 D673,5235523,2024-06-30,-5235523.0
2277,0,0,150188,2014-01-29,Kaca Film Toyota Hilux Double Cabin V-Kool,6682123,2024-06-30,-6682123.0
2278,KB 8233 VA,Mobil KB 8233 VA,150192,2018-11-10,HILUX 2018 EXTRA CABIN NO.RK/MSN J4170287/0505089,307636364,2024-06-30,-217909113.0
2279,KB 8235 VA,Mobil KB 8235 VA,150193,2018-11-09,HILUX 2018 EXTRA CABIN NO.RK/MSN J4170284/4513152,307636364,2024-06-30,-217909113.0
2280,KB 8234 VA,Mobil KB 8234 VA,150194,2018-11-09,HILUX 2018 EXTRA CABIN NO.RK/MSN J4170289/0505399,307636364,2024-06-30,-217909113.0
2281,WT 19,Wheel Tractor 19,150195,2018-12-10,TRACTOR JD NO.RK/MSN 15XHJ0036305/PE4045E009693,598000000,2024-06-30,-417354140.0
2282,WT 20,Wheel Tractor 20,150196,2018-12-10,TRACTOR JD NO.RK/MSN 15XEJ0036306/PE4045E009753,598000000,2024-06-30,-417354140.0
2283,WT 21,Wheel Tractor 21,150197,2018-12-10,TRACTOR JD NO.RK/MSN 15XCJ0036307/PE4045E009694,598000000,2024-06-30,-417354140.0
2284,DT 07,Dump Truck 07,150198,2019-01-01,Hino Dutro No.R/Msn :MJECIJG43J5173895/W04DTR63691,332638545,2024-06-30,-228689006.0
2285,DT 06,Dump Truck 06,150199,2019-01-01,Hino Dutro No.R/Msn:MJECIJG43J5173894/W04DTRR63650,332638545,2024-06-30,-228689006.0
2286,DT 05,Dump Truck 05,150200,2019-01-01,Hino Dutro No.R/Msn:MJECIJG43J5173893/W04DTRR63649,332638545,2024-06-30,-228689006.0
2287,DT 04,Dump Truck 04,150201,2019-01-01,Hino Dutro No.R/Msn:MJECIJG43J5173892/W04DTRR63648,332638545,2024-06-30,-228689006.0
2288,BL 03,Backho Loader 03,150202,2019-01-01,Backhoe Loader 3DX : HAR3DXSUAJ1609822/H00195772,985000000,2024-06-30,-677187473.0
2289,BL 04,Backho Loader 04,150203,2019-01-01,Backhoe Loader 3DX : HAR3DXSUEJ1609906/H00199901,985000000,2024-06-30,-677187473.0
2290,0,0,150204,2019-01-02,Tipping Trailer 9.00-20,228000000,2024-06-30,-156750000.0
2291,KB 8417 VA,Mobil KB 8417 VA,150205,2019-05-31,HILUX G MT DIESEL 2019 No.RK/MSN XK1208532/4635480,457761800,2024-06-30,-295637826.0
2292,KB 8419 VA,Mobil KB 8419 VA,150206,2019-05-31,HILUX G MT DIESEL 2019 No.RK/MSN 4K1120964/4642261,457761800,2024-06-30,-295637826.0
2293,KB 8418 VA,Mobil KB 8418 VA,150207,2019-05-31,HILUX G MT DIESEL 2019 No.RK/MSN 7K1120991/4645194,438261800,2024-06-30,-283044076.0
2294,DT 12,Dump Truck 12,150208,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182412/W04DTRR72303,344181818,2024-06-30,-200772757.0
2295,DT 11,Dump Truck 11,150209,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182411/W04DTRR72302,344181818,2024-06-30,-200772757.0
2296,DT 10,Dump Truck 10,150210,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182410/W04DTRR72301,344181818,2024-06-30,-200772757.0
2297,DT 09,Dump Truck 09,150211,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182409/W04DTRR72295,344181818,2024-06-30,-200772757.0
2298,DT 08,Dump Truck 08,150212,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182408/W04DTRR72294,344181819,2024-06-30,-200772757.0
2299,DT 14,Dump Truck 14,150213,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182414/W04DTRR72305,344181819,2024-06-30,-200772757.0
2300,DT 13,Dump Truck 13,150214,2019-11-01,Hino Dutro 130HD No.MJEC1JG43K5182413/W04DTRR72304,344181819,2024-06-30,-200772757.0
2301,WL 01,Wheel Loader 01,150215,2019-11-28,WHEEL LOADER 924K CL2 KW402112 PO 1277,2000000000,2024-06-30,-1166666694.0
2302,Exca 06,Excavator 06,150216,2019-11-28,EXCAVATOR 10T (313D2 LGP) MES10284 PO 1277,1091000000,2024-06-30,-636416694.0
2303,Exca 05,Excavator 05,150217,2019-11-28,EXCAVATOR 10T (313D2 LGP) MES10287 PO 1277,1091000000,2024-06-30,-636416694.0
2304,Exca 04,Excavator 04,150218,2019-11-28,EXCAVATOR 20T (320) YBP00998 PO 1277,1600300000,2024-06-30,-933508306.0
2305,CP 02,Compactor 02,150219,2019-11-28,COMPACTOR CS11GC RK800289 PO 1277,856000000,2024-06-30,-499333306.0
2306,MG 03,Motor Greader 03,150220,2019-11-28,MOTOR GRADER 120K SZN20204 PO 1277,2061500000,2024-06-30,-1202541694.0
2307,KB 8641 VA,Mobil KB 8641 VA,150221,2020-04-08,Toyota Hilux Double Cabin 2.4G MR0KB8CD1-L1210817,412643848,2024-06-30,-219217068.0
2308,KB 8638 VA,Mobil KB 8638 VA,150222,2020-04-22,Toyota Hilux Double Cabin 2.4G MR0KB8CD2-L1210891,412643848,2024-06-30,-219217068.0
2309,KB 8639 VA,Mobil KB 8639 VA,150223,2020-04-22,Toyota Hilux Double Cabin 2.4G MR0KB8CD2-L1210888,412643848,2024-06-30,-219217068.0
2310,Exca 07,Excavator 07,150224,2020-06-08,EXCAVATOR 20T NO. SERI: YBP01063 PO 0477,1670000000,2024-06-30,-852395860.0
2311,MG 04,Motor Greader 04,150225,2020-06-08,MOTOR GRADER 120K NO. SERI: E9600207 PO 0477,2308000000,2024-06-30,-1178041640.0
2312,CP 03,Compactor 03,150226,2020-06-08,COMPACTOR CS11GC NO. SERI: RK800558 PO 0477,900000000,2024-06-30,-459375000.0
2313,FOR 01,Forklift 01,150227,2020-06-08,FORKLIFT DP30ND NO. SERI: CT14E-20721 PO 0477,301000000,2024-06-30,-153635390.0
2314,DAMKAR 02,Damkar 02,150228,2020-06-24,Truk Hino Dutro 130HD MJEC1JG43L5187994 PO 0056,363909090,2024-06-30,-185745237.0
2315,DT 15,Dump Truck 15,150229,2020-06-12,Truk Hino Dutro 130 HD MJEC1JG43L5188597 PO 0480,369981818,2024-06-30,-188844916.0
2316,DT 16,Dump Truck 16,150230,2020-06-12,Truk Hino Dutro 130HD MJEC1JG43L5188600 PO 0480,369981818,2024-06-30,-188844916.0
2317,DT 17,Dump Truck 17,150231,2020-06-12,Truk Hino Dutro 130HD MJEC1JG43L5188602 PO 0480,369981818,2024-06-30,-188844916.0
2318,DT 18,Dump Truck 18,150232,2020-06-12,Truk Hino Dutro 130 HD MJEC1JG43L5188603 PO 0480,369981818,2024-06-30,-188844916.0
2319,DT 19,Dump Truck 19,150233,2020-06-12,Truk Hino Dutro 130 HD MJEC1JG43L5188604 PO 0480,369981818,2024-06-30,-188844916.0
2320,TR 01,Tronton 01,150234,2020-07-15,Tronton Hino FM 260 JW MJEC1JG43L5188603 PO 0406,1271418182,2024-06-30,-635709115.0
2321,Exca 08,Excavator Mini 08,150235,2020-11-26,EXCAVATOR CAT 305.5E2 MINI 7LD2957 PO 1124,620000000,2024-06-30,-284166694.0
2322,CP 04,Compactor 04,150236,2021-03-27,Sakai Vibrating Roller SV526D ID 25V70-10269 PO176,860000000,2024-06-30,-358333333.3333328
2323,MG 05,Motor Greader 05,150237,2021-04-30,Komatsu Motor Grader GD535-5 J10185 PO 0187,2050000000,2024-06-30,-832812500.0000012
2324,Exca 09,Excavator Mini 09,150238,2021-04-28,Mini Excavator Catterpillar M13C00305.5E2 PO 0174,628100000,2024-06-30,-255165625.0000003
2325,WT 22,Wheel Tractor 22,150239,2021-05-05,Mini Tractor Kioti Ex 55 WCOBOOO12 PO 0102,265000000,2024-06-30,-104895833.3333334
2326,WT 23,Wheel Tractor 23,150240,2021-05-05,Mini Tractor Kioti Ex 55 WCOBOOO14 PO 0102,265000000,2024-06-30,-104895833.3333334
2327,0,0,150241,2021-05-05,Scissor Lift Trailer Cap 1.5-2 Ton PO 0036,53000000,2024-06-30,-20979166.666666634
2328,0,0,150242,2021-05-05,Scissor Lift Trailer Cap 1.5-2 Ton PO 0036,53000000,2024-06-30,-20979166.666666634
2329,WT 22,Wheel Tractor 22,150243,2021-05-05,Hyva Crane HB 10 (Grabber) PO 0037,165000000,2024-06-30,-65312500.0
2330,WT 23,Wheel Tractor 23,150244,2021-05-05,Hyva Crane HB 10 (Grabber) PO 0037,165000000,2024-06-30,-65312500.0
2331,BL 05,Backho Loader 05,150245,2021-05-12,Backhoe Loader JCB 3DX-4T-CM H00291096 PO 0175,1000000000,2024-06-30,-395833333.3333328
2332,BIN 01,BIN System 01,150246,2021-06-21,Truck Hino Dutro 130 HD MJEC1JG43L5191023 PO 0017,481818181,2024-06-30,-185700757.26041687
2333,BIN 01,BIN System 01,150247,2021-06-21,Bak Bin System Incl. Transport PO 0020,215306120,2024-06-30,-82982567.08333321
2334,KB 8890 VA,Mobil KB 8890 VA,150248,2021-06-24,Toyota Hilux SC 2.4 MR0DB8CB5-M0110752 PO 0327,318500000,2024-06-30,-122755208.3333332
2335,KB 8892 VA,Mobil KB 8892 VA,150249,2021-06-24,Toyota Hilux SC 2.4 MR0DB8CB5-M0110735 PO 0327,318500000,2024-06-30,-122755208.3333332
2336,KB 8891 VA,Mobil KB 8891 VA,150250,2021-06-24,Toyota Hilux SC 2.4 MR0DB8CB8-M0110793 PO 0327,318500000,2024-06-30,-122755208.3333332
2337,DT 21,Dump Truck 21,150251,2021-10-12,Mitsubishi FE SHD-X 136 PS MHMFE75PRMK035075 PO721,420436364,2024-06-30,-144525000.1250002
2338,DT 22,Dump Truck 22,150252,2021-10-12,Mitsubishi FE SHD-X 136 PS MHMFE75PRMK035076 PO721,420436364,2024-06-30,-144525000.1250002
2339,DT 23,Dump Truck 23,150253,2021-10-12,Mitsubishi FE SHD-X 136 PS MHMFE75PRMK035078 PO721,420436364,2024-06-30,-144525000.1250002
2340,DT 20,Dump Truck 20,150254,2021-10-12,Mitsubishi FE SHD-X 136 PS MHMFE75PRMK035054 PO721,420436364,2024-06-30,-144525000.1250002
2341,Exca 10,Excavator 10,150255,2022-02-11,Excavator CAT 313D2 CAT-MFX11679 LKR00254 PO 1395,1210000000,2024-06-30,-365520833.3333337
2342,Exca 11,Excavator 11,150256,2022-02-11,Excavator CAT 313D2 CAT-MFX11678 LKR00256 PO 1395,1210000000,2024-06-30,-365520833.3333337
2343,Exca 12,Excavator Mini 12,150257,2022-03-11,Excavator Mini Caterpilar 305.5E2 WE216651 PO 1396,668500000,2024-06-30,-194979166.66666687
2344,Exca 13,Excavator Mini 13,150258,2022-03-11,Excavator Mini Caterpilar 305.5E2 WE216656 PO 1396,668500000,2024-06-30,-194979166.66666687
2345,Exca 14,Excavator Mini 14,150259,2022-03-11,Excavator Mini Caterpilar 305.5E2 WE216682 PO 1396,668500000,2024-06-30,-194979166.66666687
2346,Exca 15,Excavator Mini 15,150260,2022-03-11,Excavator Mini Caterpilar 305.5E2 WE216693 PO 1396,668500000,2024-06-30,-194979166.66666687
2347,WT 24,Wheel Tractor 24,150261,2022-03-11,Wheel Tractor Kioti PX 9020 S/N XW8000056 PO 0009,440000000,2024-06-30,-128333333.33333348
2348,WT 25,Wheel Tractor 25,150262,2022-03-11,Wheel Tractor Kioti PX 9020 S/N XW8000053 PO 0009,440000000,2024-06-30,-128333333.33333348
2349,WT 26,Wheel Tractor 26,150263,2022-03-11,Wheel Tractor Kioti PX 9020 S/N XW8000047 PO 0009,440000000,2024-06-30,-128333333.33333348
2350,WT 27,Wheel Tractor 27,150264,2022-03-11,Wheel Tractor Kioti PX 9020 S/N XW8000046 PO 0009,440000000,2024-06-30,-128333333.33333348
2351,0,0,150265,2022-03-25,Honda CB150X STD MH1KCE118NK006042 PO 0294,30359182,2024-06-30,-17709522.833333343
2352,0,0,150266,2022-03-25,Honda CB150X STD MH1KCE11XN005510 PO 0294,30359182,2024-06-30,-17709522.833333343
2353,0,0,150267,2022-03-25,Honda CB150X STD MH1KCE113NK006588 PO 0294,30359182,2024-06-30,-17709522.833333343
2354,KB 8167 VB,Mobil KB 8167 VB,150268,2022-04-07,Toyota Hilux DC 2.4 MRK0KB8CD7-N1130070 PO 0150,422500000,2024-06-30,-118828124.99999984
2355,KB 8166 VB,Mobil KB 8166 VB,150269,2022-04-07,Toyota Hilux DC 2.4 MRK0KB8CD9-N1215007 PO 0150,422500000,2024-06-30,-118828124.99999984
2356,KB 8183 VB,Mobil KB 8183 VB,150270,2022-04-07,Toyota Hilux DC 2.4 MRK0KB8CD3-N1130308 PO 0150,422500000,2024-06-30,-118828124.99999984
2357,BIN 02,BIN System 02,150271,2022-04-07,Bak Bin System (No. 6) PO 1169,44400000,2024-06-30,-12487500.0
2358,BIN 02,BIN System 02,150272,2022-04-07,Bak Bin System (No. 7) PO 1169,44400000,2024-06-30,-12487500.0
2359,BIN 02,BIN System 02,150273,2022-04-07,Bak Bin System (No. 8) PO 1169,44400000,2024-06-30,-12487500.0
2360,BIN 02,BIN System 02,150274,2022-04-07,Bak Bin System (No. 9) PO 1169,44400000,2024-06-30,-12487500.0
2361,BIN 02,BIN System 02,150275,2022-04-07,Bak Bin System (No. 10) PO 1169,44400000,2024-06-30,-12487500.0
2362,BIN 03,BIN System 03,150276,2022-04-07,Bak Bin System (No. 11) PO 1169,44400000,2024-06-30,-12487500.0
2363,BIN 03,BIN System 03,150277,2022-04-07,Bak Bin System (No. 12) PO 1169,44400000,2024-06-30,-12487500.0
2364,BIN 03,BIN System 03,150278,2022-04-07,Bak Bin System (No. 13) PO 1169,44400000,2024-06-30,-12487500.0
2365,BIN 03,BIN System 03,150279,2022-04-07,Bak Bin System (No. 14) PO 1169,44400000,2024-06-30,-12487500.0
2366,BIN 03,BIN System 03,150280,2022-04-07,Bak Bin System (No. 15) PO 1169,44400000,2024-06-30,-12487500.0
2367,BIN 03,BIN System 03,150281,2022-04-07,Mitsubishi FE SHD-X 136PS MHMFE75PRMK039127 PO1168,530472727,2024-06-30,-149195454.46875
2368,BIN 02,BIN System 02,150282,2022-04-07,Mitsubishi FE SHD-X 136PS MHMFE75PRMK039126 PO1168,530472727,2024-06-30,-149195454.46875
2369,DT 24,Dump Truck 24,150283,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041190 PO 0010,443163636,2024-06-30,-124639772.625
2370,DT 25,Dump Truck 25,150284,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041211 PO 0010,443163636,2024-06-30,-124639772.625
2371,DT 26,Dump Truck 26,150285,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041218 PO 0010,443163636,2024-06-30,-124639772.625
2372,DT 27,Dump Truck 27,150286,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041220 PO 0010,443163636,2024-06-30,-124639772.625
2373,DT 28,Dump Truck 28,150287,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041223 PO 0010,443163636,2024-06-30,-124639772.625
2374,DT 29,Dump Truck 29,150288,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041224 PO 0010,443163636,2024-06-30,-124639772.625
2375,DT 30,Dump Truck 30,150289,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041231 PO 0010,443163636,2024-06-30,-124639772.625
2376,DT 31,Dump Truck 31,150290,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041232 PO 0010,443163636,2024-06-30,-124639772.625
2377,DT 32,Dump Truck 32,150291,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041233 PO 0010,443163636,2024-06-30,-124639772.625
2378,DT 33,Dump Truck 33,150292,2022-04-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041235 PO 0010,443163636,2024-06-30,-124639772.625
2379,WT 24,Wheel Tractor 24,150293,2022-04-20,Scissor Lift Trailer Kap. 3 Ton PO 0177,89500000,2024-06-30,-25171875.000000007
2380,WT 25,Wheel Tractor 25,150294,2022-04-20,Scissor Lift Trailer Kap. 3 Ton PO 0177,89500000,2024-06-30,-25171875.000000007
2381,WT 26,Wheel Tractor 26,150295,2022-04-20,Scissor Lift Trailer Kap. 3 Ton PO 0177,89500000,2024-06-30,-25171875.000000007
2382,WT 27,Wheel Tractor 27,150296,2022-04-20,Scissor Lift Trailer Kap. 3 Ton PO 0177,89500000,2024-06-30,-25171875.000000007
2383,WT 28,Wheel Tractor 28,150297,2022-05-14,Wheel Tractor Kioti PX1002 100HP XW8100026 PO 0395,490000000,2024-06-30,-132708333.33333336
2384,WT 29,Wheel Tractor 29,150298,2022-05-14,Wheel Tractor Kioti PX1002 100HP XW8100027 PO 0395,490000000,2024-06-30,-132708333.33333336
2385,WT 30,Wheel Tractor 30,150299,2022-05-14,Wheel Tractor Kioti PX1002 100HP XW8100028 PO 0395,490000000,2024-06-30,-132708333.33333336
2386,WT 31,Wheel Tractor 31,150300,2022-05-14,Wheel Tractor Kioti PX1002 100HP XW8100029 PO 0395,490000000,2024-06-30,-132708333.33333336
2387,DT 34,Dump Truck 34,150301,2022-05-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041959 PO 0323,444349550,2024-06-30,-120344669.7916668
2388,DT 35,Dump Truck 35,150302,2022-05-20,Mitsubishi FE SHD-X136PS MHMFE75PRNK041960 PO 0323,444349550,2024-06-30,-120344669.7916668
2389,WT 28,Wheel Tractor 28,150303,2022-05-20,Trailer Kapasitas 4-5 Ton PO 0454,75000000,2024-06-30,-20312500.0
2390,WT 29,Wheel Tractor 29,150304,2022-05-20,Trailer Kapasitas 4-5 Ton PO 0454,75000000,2024-06-30,-20312500.0
2391,WT 30,Wheel Tractor 30,150305,2022-05-20,Trailer Kapasitas 4-5 Ton PO 0454,75000000,2024-06-30,-20312500.0
2392,WT 31,Wheel Tractor 31,150306,2022-05-20,Trailer Kapasitas 4-5 Ton PO 0454,75000000,2024-06-30,-20312500.0
2393,KB 8324 VB,Mobil KB 8324 VB,150307,2022-05-18,Toyota Hilux DC 2.4 MR0KB8CD6-N1132067 PO 0158,432725225,2024-06-30,-117196415.1041668
2394,KB 8305 VB,Mobil KB 8305 VB,150308,2022-05-18,Toyota Hilux DC 2.4 MR0KB8CDX-N1131925 PO 0158,432725225,2024-06-30,-117196415.1041668
